number,problem_id,opened_at,u_next_action_due_date,short_description,cmdb_ci,category,state,assignment_group,opened_by,impact,urgency,sys_updated_on,description,u_reopen_count,close_notes
INC6036261,PRB0057646,15/10/2025 19:05,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,2 - Medium,2 - Medium,21/10/2025 00:00,"10/15/2025 6:39:44 PM:
 
  I/O is frozen on database MAINTENANCE. No user action is required. However, if I/O is not resumed promptly, you could cancel the backup.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL609.INT.MGC.COM
 
 [Object Name]: Application
 
 [Message]: An event occurred in the Windows Event Log.
 
 [Event Time]: 10/15/2025 6:39:44 PM
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=532&id=550471134
 
 ----------------------------------------------------------------------
 
 [Timestamp (Local)]: 10/15/2025 7:03:06 PM
 
 [Timestamp (UTC)]: 10/16/2025 2:03:06 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: Windows Event Log: Event
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 [Source]: MSSQLSERVER
 
 [Event ID]: 3197
 
 [Level]: Information
 
 [Op Code]: Info
 
 [Task Category]: Server
 
 [Computer]: brprwsql609.int.mgc.com
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,"Incident resolved based on closure of problem PRB0057646 - Spike in SentryOne ATG - October 2025 with notes:
 
 BRPRWSQL609 is in pre-production for use in the DCIM. High spike in ATGs from SentryOne were all Windows Event Logs, and have stopped as of 10/15.
 
 PTASK will be assigned to investigate the root cause of the activity, possibly the work being done in the pre-production DCIM by DCOps.
 
 No impact as this is not live in production yet."
INC6036263,PRB0057646,15/10/2025 19:05,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,2 - Medium,2 - Medium,21/10/2025 00:00,"10/15/2025 5:07:47 PM:
 
  The Windows Modules Installer service entered the running state.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL609.INT.MGC.COM
 
 [Object Name]: System
 
 [Message]: An event occurred in the Windows Event Log.
 
 [Event Time]: 10/15/2025 5:07:47 PM
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=532&id=550471044
 
 ----------------------------------------------------------------------
 
 [Timestamp (Local)]: 10/15/2025 7:03:06 PM
 
 [Timestamp (UTC)]: 10/16/2025 2:03:06 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: Windows Event Log: Event
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 [Source]: Service Control Manager
 
 [Event ID]: 7036
 
 [Level]: Information
 
 [Op Code]: Info
 
 [Task Category]: None
 
 [Computer]: brprwsql609.int.mgc.com
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,"Incident resolved based on closure of problem PRB0057646 - Spike in SentryOne ATG - October 2025 with notes:
 
 BRPRWSQL609 is in pre-production for use in the DCIM. High spike in ATGs from SentryOne were all Windows Event Logs, and have stopped as of 10/15.
 
 PTASK will be assigned to investigate the root cause of the activity, possibly the work being done in the pre-production DCIM by DCOps.
 
 No impact as this is not live in production yet."
INC6036259,PRB0057646,15/10/2025 19:05,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,2 - Medium,2 - Medium,21/10/2025 00:00,"10/15/2025 6:00:09 PM:
 
  The computer 'NgcSvc' preference item in the 'Default Server Policy {E18ECAF2-D6BD-4BAD-A6B1-42713EAC58FE}' Group Policy Object did not apply because it failed with error code '0x80070005 Access is denied.' This error was suppressed.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL609.INT.MGC.COM
 
 [Object Name]: Application
 
 [Message]: An event occurred in the Windows Event Log.
 
 [Event Time]: 10/15/2025 6:00:09 PM
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=532&id=550471090
 
 ----------------------------------------------------------------------
 
 [Timestamp (Local)]: 10/15/2025 7:03:06 PM
 
 [Timestamp (UTC)]: 10/16/2025 2:03:06 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: Windows Event Log: Event
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 [Source]: Group Policy Services
 
 [Event ID]: 4098
 
 [Level]: Warning
 
 [Op Code]: Info
 
 [Task Category]: 2
 
 [Computer]: brprwsql609.int.mgc.com
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,"Incident resolved based on closure of problem PRB0057646 - Spike in SentryOne ATG - October 2025 with notes:
 
 BRPRWSQL609 is in pre-production for use in the DCIM. High spike in ATGs from SentryOne were all Windows Event Logs, and have stopped as of 10/15.
 
 PTASK will be assigned to investigate the root cause of the activity, possibly the work being done in the pre-production DCIM by DCOps.
 
 No impact as this is not live in production yet."
INC6036257,PRB0057646,15/10/2025 19:05,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,2 - Medium,2 - Medium,21/10/2025 00:00,"10/15/2025 5:04:12 PM:
 
  The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL609.INT.MGC.COM
 
 [Object Name]: System
 
 [Message]: An event occurred in the Windows Event Log.
 
 [Event Time]: 10/15/2025 5:04:12 PM
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=532&id=550471041
 
 ----------------------------------------------------------------------
 
 [Timestamp (Local)]: 10/15/2025 7:03:06 PM
 
 [Timestamp (UTC)]: 10/16/2025 2:03:06 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: Windows Event Log: Event
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 [Source]: Service Control Manager
 
 [Event ID]: 7040
 
 [Level]: Information
 
 [Op Code]: Info
 
 [Task Category]: None
 
 [Computer]: brprwsql609.int.mgc.com
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,"Incident resolved based on closure of problem PRB0057646 - Spike in SentryOne ATG - October 2025 with notes:
 
 BRPRWSQL609 is in pre-production for use in the DCIM. High spike in ATGs from SentryOne were all Windows Event Logs, and have stopped as of 10/15.
 
 PTASK will be assigned to investigate the root cause of the activity, possibly the work being done in the pre-production DCIM by DCOps.
 
 No impact as this is not live in production yet."
INC6036255,PRB0057646,15/10/2025 19:05,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,2 - Medium,2 - Medium,21/10/2025 00:00,"10/15/2025 5:06:12 PM:
 
  The Network Setup Service service entered the stopped state.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL609.INT.MGC.COM
 
 [Object Name]: System
 
 [Message]: An event occurred in the Windows Event Log.
 
 [Event Time]: 10/15/2025 5:06:12 PM
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=532&id=550471043
 
 ----------------------------------------------------------------------
 
 [Timestamp (Local)]: 10/15/2025 7:03:06 PM
 
 [Timestamp (UTC)]: 10/16/2025 2:03:06 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: Windows Event Log: Event
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 [Source]: Service Control Manager
 
 [Event ID]: 7036
 
 [Level]: Information
 
 [Op Code]: Info
 
 [Task Category]: None
 
 [Computer]: brprwsql609.int.mgc.com
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,"Incident resolved based on closure of problem PRB0057646 - Spike in SentryOne ATG - October 2025 with notes:
 
 BRPRWSQL609 is in pre-production for use in the DCIM. High spike in ATGs from SentryOne were all Windows Event Logs, and have stopped as of 10/15.
 
 PTASK will be assigned to investigate the root cause of the activity, possibly the work being done in the pre-production DCIM by DCOps.
 
 No impact as this is not live in production yet."
INC6036253,PRB0057646,15/10/2025 19:05,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,2 - Medium,2 - Medium,21/10/2025 00:00,"10/15/2025 5:03:12 PM:
 
  The Network Setup Service service entered the running state.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL609.INT.MGC.COM
 
 [Object Name]: System
 
 [Message]: An event occurred in the Windows Event Log.
 
 [Event Time]: 10/15/2025 5:03:12 PM
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=532&id=550471040
 
 ----------------------------------------------------------------------
 
 [Timestamp (Local)]: 10/15/2025 7:03:06 PM
 
 [Timestamp (UTC)]: 10/16/2025 2:03:06 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: Windows Event Log: Event
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 [Source]: Service Control Manager
 
 [Event ID]: 7036
 
 [Level]: Information
 
 [Op Code]: Info
 
 [Task Category]: None
 
 [Computer]: brprwsql609.int.mgc.com
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,"Incident resolved based on closure of problem PRB0057646 - Spike in SentryOne ATG - October 2025 with notes:
 
 BRPRWSQL609 is in pre-production for use in the DCIM. High spike in ATGs from SentryOne were all Windows Event Logs, and have stopped as of 10/15.
 
 PTASK will be assigned to investigate the root cause of the activity, possibly the work being done in the pre-production DCIM by DCOps.
 
 No impact as this is not live in production yet."
INC6036251,PRB0057646,15/10/2025 19:04,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,2 - Medium,2 - Medium,21/10/2025 00:00,"10/15/2025 5:04:13 PM:
 
  The Background Intelligent Transfer Service service entered the stopped state.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL609.INT.MGC.COM
 
 [Object Name]: System
 
 [Message]: An event occurred in the Windows Event Log.
 
 [Event Time]: 10/15/2025 5:04:13 PM
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=532&id=550471042
 
 ----------------------------------------------------------------------
 
 [Timestamp (Local)]: 10/15/2025 7:03:06 PM
 
 [Timestamp (UTC)]: 10/16/2025 2:03:06 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: Windows Event Log: Event
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 [Source]: Service Control Manager
 
 [Event ID]: 7036
 
 [Level]: Information
 
 [Op Code]: Info
 
 [Task Category]: None
 
 [Computer]: brprwsql609.int.mgc.com
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,"Incident resolved based on closure of problem PRB0057646 - Spike in SentryOne ATG - October 2025 with notes:
 
 BRPRWSQL609 is in pre-production for use in the DCIM. High spike in ATGs from SentryOne were all Windows Event Logs, and have stopped as of 10/15.
 
 PTASK will be assigned to investigate the root cause of the activity, possibly the work being done in the pre-production DCIM by DCOps.
 
 No impact as this is not live in production yet."
INC6036250,PRB0057646,15/10/2025 19:04,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,2 - Medium,2 - Medium,21/10/2025 00:00,"10/15/2025 6:39:44 PM:
 
  I/O is frozen on database Fieldviewtrend. No user action is required. However, if I/O is not resumed promptly, you could cancel the backup.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL609.INT.MGC.COM
 
 [Object Name]: Application
 
 [Message]: An event occurred in the Windows Event Log.
 
 [Event Time]: 10/15/2025 6:39:44 PM
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=532&id=550471132
 
 ----------------------------------------------------------------------
 
 [Timestamp (Local)]: 10/15/2025 7:03:06 PM
 
 [Timestamp (UTC)]: 10/16/2025 2:03:06 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: Windows Event Log: Event
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 [Source]: MSSQLSERVER
 
 [Event ID]: 3197
 
 [Level]: Information
 
 [Op Code]: Info
 
 [Task Category]: Server
 
 [Computer]: brprwsql609.int.mgc.com
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,"Incident resolved based on closure of problem PRB0057646 - Spike in SentryOne ATG - October 2025 with notes:
 
 BRPRWSQL609 is in pre-production for use in the DCIM. High spike in ATGs from SentryOne were all Windows Event Logs, and have stopped as of 10/15.
 
 PTASK will be assigned to investigate the root cause of the activity, possibly the work being done in the pre-production DCIM by DCOps.
 
 No impact as this is not live in production yet."
INC6036026,,15/10/2025 07:48,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,3 - Low,3 - Low,20/10/2025 00:00,"10/15/2025 7:46:26 AM:
 
  Could not start Service Broker for database id: 5. A problem is preventing SQL Server from starting Service Broker. Check the SQL Server error log for additional messages.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL402E.INT.MGC.COM
 
 [Object Name]: Application
 
 [Message]: An event occurred in the Windows Event Log.
 
 [Event Time]: 10/15/2025 7:46:26 AM
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/Sentryone/em/eventview/?c=316&id=550408911
 
 ----------------------------------------------------------------------
 
 [Timestamp (Local)]: 10/15/2025 7:47:22 AM
 
 [Timestamp (UTC)]: 10/15/2025 2:47:22 PM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT015]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: Windows Event Log: Event
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 [Source]: MSSQLSERVER
 
 [Event ID]: 9697
 
 [Level]: Information
 
 [Op Code]: Info
 
 [Task Category]: Server
 
 [Computer]: brprwsql402e.int.mgc.com
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,This alert triggered due to the Restoration event from Delphix. We will snooze the Sentry alerts for this server during the future refreshes.
INC6036024,,15/10/2025 07:48,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,3 - Low,3 - Low,20/10/2025 00:00,"10/15/2025 7:46:26 AM:
 
  An error occurred in the service broker manager, Error: 3602, State: 145.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL402E.INT.MGC.COM
 
 [Object Name]: Application
 
 [Message]: An event occurred in the Windows Event Log.
 
 [Event Time]: 10/15/2025 7:46:26 AM
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/Sentryone/em/eventview/?c=316&id=550408912
 
 ----------------------------------------------------------------------
 
 [Timestamp (Local)]: 10/15/2025 7:47:22 AM
 
 [Timestamp (UTC)]: 10/15/2025 2:47:22 PM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT015]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: Windows Event Log: Event
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 [Source]: MSSQLSERVER
 
 [Event ID]: 9645
 
 [Level]: Error
 
 [Op Code]: Info
 
 [Task Category]: Server
 
 [Computer]: brprwsql402e.int.mgc.com
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,This alert triggered due to the Restoration event from Delphix. We will snooze the Sentry alerts for this server during the future refreshes.
INC6035970,,14/10/2025 17:31,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,3 - Low,3 - Low,20/10/2025 00:00,"10/14/2025 3:39:48 PM:
 
  I/O is frozen on database DBAMaintenance. No user action is required. However, if I/O is not resumed promptly, you could cancel the backup.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL609.INT.MGC.COM
 
 [Object Name]: Application
 
 [Message]: An event occurred in the Windows Event Log.
 
 [Event Time]: 10/14/2025 3:39:48 PM
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=532&id=550351481
 
 ----------------------------------------------------------------------
 
 [Timestamp (Local)]: 10/14/2025 5:30:39 PM
 
 [Timestamp (UTC)]: 10/15/2025 12:30:39 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: Windows Event Log: Event
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 [Source]: MSSQLSERVER
 
 [Event ID]: 3197
 
 [Level]: Information
 
 [Op Code]: Info
 
 [Task Category]: Server
 
 [Computer]: brprwsql609.int.mgc.com
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,No user action is needed as the I/O is resumed promptly
INC6035968,PRB0057646,14/10/2025 17:31,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,3 - Low,3 - Low,21/10/2025 00:00,"10/14/2025 3:36:48 PM:
 
  The Background Intelligent Transfer Service service entered the stopped state.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL609.INT.MGC.COM
 
 [Object Name]: System
 
 [Message]: An event occurred in the Windows Event Log.
 
 [Event Time]: 10/14/2025 3:36:48 PM
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=532&id=550351474
 
 ----------------------------------------------------------------------
 
 [Timestamp (Local)]: 10/14/2025 5:30:39 PM
 
 [Timestamp (UTC)]: 10/15/2025 12:30:39 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: Windows Event Log: Event
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 [Source]: Service Control Manager
 
 [Event ID]: 7036
 
 [Level]: Information
 
 [Op Code]: Info
 
 [Task Category]: None
 
 [Computer]: brprwsql609.int.mgc.com
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,"Incident resolved based on closure of problem PRB0057646 - Spike in SentryOne ATG - October 2025 with notes:
 
 BRPRWSQL609 is in pre-production for use in the DCIM. High spike in ATGs from SentryOne were all Windows Event Logs, and have stopped as of 10/15.
 
 PTASK will be assigned to investigate the root cause of the activity, possibly the work being done in the pre-production DCIM by DCOps.
 
 No impact as this is not live in production yet."
INC6035966,,14/10/2025 17:31,,SentryOne Monitoring/Alert,Database-SQL,Monitoring/Alert,Closed,SE DBA SQL,SentryOne ATG,3 - Low,3 - Low,20/10/2025 00:00,"10/14/2025 3:39:48 PM:
 
  I/O is frozen on database model. No user action is required. However, if I/O is not resumed promptly, you could cancel the backup.
 
 
 
 ----------------------------------------------------------------------
 
 [Connection]: BRPRWSQL609.INT.MGC.COM
 
 [Object Name]: Application
 
 [Message]: An event occurred in the Windows Event Log.
 
 [Event Time]: 10/14/2025 3:39:48 PM
 
 ----------------------------------------------------------------------
 
 [View in SQL Sentry Client]:
 
 url:sqlsentry:brprwscv598a/SentryOne/em/eventview/?c=532&id=550351479
 
 ----------------------------------------------------------------------
 
 [Timestamp (Local)]: 10/14/2025 5:30:39 PM
 
 [Timestamp (UTC)]: 10/15/2025 12:30:39 AM
 
 [Generated By]: SolarWinds SQL Sentry 2025.1 Server [BRPRWMGT017]
 
 [Version]: 2025.1.1.47822
 
 [Monitor Type]: EventHistoryMonitor
 
 [Condition]: Windows Event Log: Event
 
 [Response Ruleset]: Notify Every Time (default)
 
 [Configured Object Name]: Global
 
 [Configured Object Type]: Global
 
 ----------------------------------------------------------------------
 
 [Source]: MSSQLSERVER
 
 [Event ID]: 3197
 
 [Level]: Information
 
 [Op Code]: Info
 
 [Task Category]: Server
 
 [Computer]: brprwsql609.int.mgc.com
 
 ----------------------------------------------------------------------
 
 
 
 
 
 ________________________________
 
  This e-mail message, including any attachments, is for the sole use of the intended recipient, and may contain material that is privileged or confidential and legally protected from disclosure. If you are not the intended recipient or have received this message in error, you are not authorized to copy, distribute, or otherwise use this message or its attachments. Please notify the sender immediately by return e-mail and permanently delete this message and any attachments.",0,No user action is needed as the I/O is resumed promptly
